True_Label,Predicted_Label,Class_Probabilities
1,1,"[np.float32(1.4652676e-07), np.float32(0.9999975), np.float32(1.8811097e-06), np.float32(1.4760359e-07), np.float32(3.055103e-07)]"
2,2,"[np.float32(1.2118837e-05), np.float32(0.0003476893), np.float32(0.99963164), np.float32(2.595724e-06), np.float32(6.0128973e-06)]"
4,2,"[np.float32(0.013622259), np.float32(0.0026311986), np.float32(0.8017949), np.float32(0.17026974), np.float32(0.011681982)]"
2,2,"[np.float32(1.9851855e-06), np.float32(3.067713e-07), np.float32(0.99999106), np.float32(4.30894e-06), np.float32(2.3918383e-06)]"
4,4,"[np.float32(6.800595e-07), np.float32(7.168513e-06), np.float32(1.2119794e-05), np.float32(8.223036e-06), np.float32(0.99997187)]"
1,1,"[np.float32(5.8356676e-07), np.float32(0.9998568), np.float32(0.00014158248), np.float32(7.785339e-07), np.float32(9.3400146e-08)]"
2,2,"[np.float32(3.5889562e-07), np.float32(1.749077e-06), np.float32(0.9999529), np.float32(4.4459553e-05), np.float32(4.587496e-07)]"
1,1,"[np.float32(4.646811e-06), np.float32(0.9996604), np.float32(4.4075307e-05), np.float32(0.00028966626), np.float32(1.1405172e-06)]"
1,1,"[np.float32(1.4963874e-07), np.float32(0.9999716), np.float32(2.6927244e-05), np.float32(1.0353994e-06), np.float32(2.3409123e-07)]"
2,1,"[np.float32(0.0025630149), np.float32(0.7125811), np.float32(0.28099683), np.float32(0.0037096383), np.float32(0.00014948615)]"
3,3,"[np.float32(0.0045783003), np.float32(0.05787341), np.float32(0.13108002), np.float32(0.6600173), np.float32(0.14645095)]"
3,3,"[np.float32(4.6076475e-05), np.float32(0.0007621686), np.float32(0.022676803), np.float32(0.97650945), np.float32(5.4633815e-06)]"
0,0,"[np.float32(0.999984), np.float32(4.184212e-06), np.float32(7.440166e-06), np.float32(3.286174e-06), np.float32(1.0388721e-06)]"
3,3,"[np.float32(0.0046861405), np.float32(0.01973863), np.float32(0.035560865), np.float32(0.9357996), np.float32(0.0042146896)]"
1,1,"[np.float32(1.2100404e-07), np.float32(0.999995), np.float32(3.8251333e-06), np.float32(1.1021017e-06), np.float32(5.919207e-08)]"
2,2,"[np.float32(0.00013479812), np.float32(0.0001416201), np.float32(0.9955319), np.float32(0.0015422738), np.float32(0.0026493631)]"
3,2,"[np.float32(0.00015814444), np.float32(0.0014298247), np.float32(0.68033755), np.float32(0.3179656), np.float32(0.00010894751)]"
3,2,"[np.float32(0.00013087355), np.float32(0.00012730849), np.float32(0.9536468), np.float32(0.045434784), np.float32(0.00066032767)]"
4,4,"[np.float32(5.8419773e-06), np.float32(1.5430332e-05), np.float32(2.3110291e-05), np.float32(1.0495951e-05), np.float32(0.99994516)]"
2,2,"[np.float32(5.7105253e-06), np.float32(4.269119e-05), np.float32(0.99979466), np.float32(0.00014604472), np.float32(1.1023512e-05)]"
3,3,"[np.float32(1.2103496e-05), np.float32(1.0638114e-05), np.float32(8.381556e-05), np.float32(0.9998908), np.float32(2.664603e-06)]"
2,2,"[np.float32(1.8186565e-05), np.float32(5.2495296e-05), np.float32(0.9964252), np.float32(0.003494799), np.float32(9.237436e-06)]"
1,1,"[np.float32(2.0802843e-06), np.float32(0.99930966), np.float32(0.0004671801), np.float32(0.00021911436), np.float32(1.99379e-06)]"
2,2,"[np.float32(5.1757647e-06), np.float32(5.5423147e-06), np.float32(0.99871397), np.float32(0.0012621742), np.float32(1.314341e-05)]"
3,3,"[np.float32(0.00017691035), np.float32(0.00018282817), np.float32(0.004615372), np.float32(0.99460477), np.float32(0.00042004487)]"
1,1,"[np.float32(9.1153815e-06), np.float32(0.99890256), np.float32(0.00097481697), np.float32(9.309382e-05), np.float32(2.0360232e-05)]"
2,2,"[np.float32(2.9484148e-05), np.float32(2.2393337e-05), np.float32(0.99297994), np.float32(0.0068445755), np.float32(0.0001237432)]"
0,0,"[np.float32(0.9974119), np.float32(0.0013858689), np.float32(0.0011666403), np.float32(2.6850017e-05), np.float32(8.736998e-06)]"
3,3,"[np.float32(9.412422e-09), np.float32(3.8927235e-09), np.float32(6.2301396e-08), np.float32(0.9999999), np.float32(7.124029e-09)]"
2,2,"[np.float32(4.949949e-05), np.float32(0.00011038317), np.float32(0.9884291), np.float32(0.0063378587), np.float32(0.0050731334)]"
4,4,"[np.float32(8.419631e-06), np.float32(8.851739e-06), np.float32(0.0002761174), np.float32(2.0694924e-05), np.float32(0.9996859)]"
2,2,"[np.float32(2.3427725e-05), np.float32(0.00011471751), np.float32(0.9979634), np.float32(0.0018581422), np.float32(4.0352523e-05)]"
3,3,"[np.float32(0.00080293097), np.float32(0.019427901), np.float32(0.030471668), np.float32(0.94922954), np.float32(6.802755e-05)]"
3,3,"[np.float32(2.256963e-06), np.float32(2.6156567e-06), np.float32(9.997505e-06), np.float32(0.99998474), np.float32(3.732342e-07)]"
2,2,"[np.float32(0.00041806517), np.float32(0.0007132335), np.float32(0.9981598), np.float32(0.00047457096), np.float32(0.00023426228)]"
2,2,"[np.float32(5.131175e-06), np.float32(6.5848462e-06), np.float32(0.9998654), np.float32(0.00011979381), np.float32(3.042972e-06)]"
3,3,"[np.float32(7.849432e-09), np.float32(1.1572393e-09), np.float32(3.693053e-08), np.float32(1.0), np.float32(2.8984728e-08)]"
3,3,"[np.float32(8.861673e-06), np.float32(2.4912254e-06), np.float32(2.1056605e-05), np.float32(0.99983776), np.float32(0.00012981973)]"
1,1,"[np.float32(1.3291933e-07), np.float32(0.9999994), np.float32(2.408167e-07), np.float32(8.0811326e-08), np.float32(1.5934265e-07)]"
1,1,"[np.float32(8.2222876e-05), np.float32(0.9100359), np.float32(0.08984511), np.float32(2.4379648e-05), np.float32(1.2353637e-05)]"
2,2,"[np.float32(1.44882215e-05), np.float32(1.1400385e-05), np.float32(0.99994206), np.float32(1.9999983e-05), np.float32(1.2055156e-05)]"
3,3,"[np.float32(8.719262e-05), np.float32(0.00065648695), np.float32(0.027530432), np.float32(0.9716564), np.float32(6.949646e-05)]"
3,3,"[np.float32(9.014421e-05), np.float32(4.476135e-05), np.float32(0.17232099), np.float32(0.8273392), np.float32(0.00020497237)]"
2,2,"[np.float32(0.0029762834), np.float32(3.0520856e-05), np.float32(0.9969055), np.float32(8.23653e-05), np.float32(5.393358e-06)]"
3,3,"[np.float32(2.556025e-08), np.float32(4.5813564e-08), np.float32(7.9006405e-08), np.float32(0.9999999), np.float32(2.311626e-08)]"
1,1,"[np.float32(0.00013662307), np.float32(0.9862558), np.float32(0.011511221), np.float32(0.0020896455), np.float32(6.7380797e-06)]"
2,2,"[np.float32(0.0004146922), np.float32(0.001630677), np.float32(0.66759354), np.float32(0.26474535), np.float32(0.065615796)]"
1,1,"[np.float32(6.69346e-05), np.float32(0.99935454), np.float32(0.00037880265), np.float32(1.9284776e-05), np.float32(0.00018039659)]"
2,2,"[np.float32(0.0014070525), np.float32(0.23352566), np.float32(0.75197434), np.float32(0.012682556), np.float32(0.0004103075)]"
2,2,"[np.float32(6.1028036e-06), np.float32(5.334422e-05), np.float32(0.9998934), np.float32(3.2893175e-05), np.float32(1.4181867e-05)]"
2,2,"[np.float32(4.340114e-06), np.float32(6.811082e-06), np.float32(0.99957734), np.float32(0.00040145224), np.float32(1.0043296e-05)]"
2,2,"[np.float32(3.306421e-06), np.float32(6.6566427e-06), np.float32(0.99990165), np.float32(5.4444958e-05), np.float32(3.386724e-05)]"
1,1,"[np.float32(0.0010346351), np.float32(0.8226116), np.float32(0.111485936), np.float32(0.024781775), np.float32(0.040086113)]"
1,1,"[np.float32(1.0090898e-07), np.float32(0.9999981), np.float32(1.526744e-06), np.float32(1.3806492e-07), np.float32(1.5189084e-07)]"
2,2,"[np.float32(3.8361104e-06), np.float32(4.066957e-05), np.float32(0.9999529), np.float32(2.3022228e-06), np.float32(3.0459483e-07)]"
2,2,"[np.float32(5.4336975e-05), np.float32(0.0010167107), np.float32(0.9987488), np.float32(0.000149179), np.float32(3.098355e-05)]"
2,2,"[np.float32(7.005955e-06), np.float32(1.8571998e-05), np.float32(0.9984577), np.float32(0.0015021993), np.float32(1.4552369e-05)]"
3,3,"[np.float32(0.0001851362), np.float32(0.0005873542), np.float32(7.769866e-05), np.float32(0.9964498), np.float32(0.0026999963)]"
1,1,"[np.float32(3.7510003e-07), np.float32(0.999997), np.float32(2.490539e-06), np.float32(1.8435816e-08), np.float32(9.172537e-08)]"
2,2,"[np.float32(8.163921e-05), np.float32(4.861144e-05), np.float32(0.9848349), np.float32(0.01498833), np.float32(4.6664358e-05)]"
2,2,"[np.float32(8.094766e-06), np.float32(5.7680092e-05), np.float32(0.9997681), np.float32(0.000156227), np.float32(9.87307e-06)]"
2,2,"[np.float32(1.7317514e-05), np.float32(0.0004734255), np.float32(0.99930274), np.float32(0.00018038553), np.float32(2.6078438e-05)]"
2,2,"[np.float32(1.0267405e-05), np.float32(2.1598784e-05), np.float32(0.99982905), np.float32(0.00013480562), np.float32(4.2795195e-06)]"
4,4,"[np.float32(0.0075039067), np.float32(0.0037670098), np.float32(0.09516767), np.float32(0.29091424), np.float32(0.6026472)]"
2,2,"[np.float32(7.912785e-05), np.float32(0.00010404503), np.float32(0.99950314), np.float32(0.000295144), np.float32(1.8602672e-05)]"
3,3,"[np.float32(6.950065e-05), np.float32(0.0052708182), np.float32(0.03241724), np.float32(0.96162236), np.float32(0.000620107)]"
2,2,"[np.float32(2.005075e-05), np.float32(3.6075315e-05), np.float32(0.99975926), np.float32(0.00016568188), np.float32(1.8896586e-05)]"
2,2,"[np.float32(8.116086e-06), np.float32(2.191822e-05), np.float32(0.99981886), np.float32(0.000118596174), np.float32(3.2595788e-05)]"
1,1,"[np.float32(6.0635826e-05), np.float32(0.99605393), np.float32(0.0030762611), np.float32(0.00068784365), np.float32(0.00012121991)]"
3,3,"[np.float32(8.007685e-07), np.float32(1.6632627e-06), np.float32(0.00010287672), np.float32(0.99989414), np.float32(4.3177585e-07)]"
1,1,"[np.float32(2.0303837e-08), np.float32(0.99999976), np.float32(1.6700453e-07), np.float32(2.8865056e-08), np.float32(9.402323e-08)]"
2,2,"[np.float32(6.5038716e-07), np.float32(1.2933765e-06), np.float32(0.9999455), np.float32(5.1824565e-05), np.float32(7.5262113e-07)]"
4,4,"[np.float32(0.000103626495), np.float32(5.948437e-05), np.float32(0.0071624964), np.float32(0.008141825), np.float32(0.98453254)]"
2,2,"[np.float32(2.3346498e-05), np.float32(0.00078979967), np.float32(0.9990871), np.float32(9.425324e-05), np.float32(5.6088534e-06)]"
2,1,"[np.float32(0.0002034347), np.float32(0.91142905), np.float32(0.08242545), np.float32(0.0054854583), np.float32(0.000456652)]"
2,2,"[np.float32(5.205969e-06), np.float32(2.0401708e-06), np.float32(0.999408), np.float32(0.00055792095), np.float32(2.6861118e-05)]"
3,3,"[np.float32(1.9233405e-06), np.float32(3.5056908e-07), np.float32(2.863354e-06), np.float32(0.99999475), np.float32(1.3242905e-07)]"
3,3,"[np.float32(7.098236e-07), np.float32(1.9679132e-06), np.float32(2.9838717e-05), np.float32(0.9999634), np.float32(4.110156e-06)]"
2,2,"[np.float32(2.534642e-06), np.float32(0.00077517517), np.float32(0.9992028), np.float32(6.529422e-06), np.float32(1.30018e-05)]"
2,2,"[np.float32(2.4098263e-05), np.float32(4.8289206e-05), np.float32(0.9994056), np.float32(0.000497384), np.float32(2.458631e-05)]"
3,3,"[np.float32(1.3776589e-05), np.float32(2.920016e-05), np.float32(0.0054937894), np.float32(0.9944359), np.float32(2.7306098e-05)]"
3,3,"[np.float32(1.5105269e-05), np.float32(0.0005651623), np.float32(0.00020264511), np.float32(0.99920183), np.float32(1.5190181e-05)]"
3,3,"[np.float32(8.791871e-06), np.float32(0.0008208959), np.float32(1.2140409e-05), np.float32(0.999156), np.float32(2.1039843e-06)]"
1,2,"[np.float32(0.00040734996), np.float32(0.1937243), np.float32(0.80552953), np.float32(0.000177212), np.float32(0.00016169796)]"
3,3,"[np.float32(9.956662e-09), np.float32(1.3587252e-08), np.float32(2.832048e-08), np.float32(1.0), np.float32(6.939544e-09)]"
1,1,"[np.float32(0.00022514586), np.float32(0.9948925), np.float32(0.0045214514), np.float32(0.00031513607), np.float32(4.5930952e-05)]"
1,1,"[np.float32(1.1365942e-05), np.float32(0.9993197), np.float32(0.00064160523), np.float32(2.4340387e-05), np.float32(3.062517e-06)]"
1,1,"[np.float32(0.00058278913), np.float32(0.6415602), np.float32(0.34991422), np.float32(0.007824178), np.float32(0.00011859088)]"
2,2,"[np.float32(0.0043122144), np.float32(0.03577564), np.float32(0.8773685), np.float32(0.053250905), np.float32(0.029292796)]"
2,2,"[np.float32(9.208131e-07), np.float32(6.7416368e-06), np.float32(0.9999844), np.float32(6.7751903e-06), np.float32(1.1389213e-06)]"
4,4,"[np.float32(4.355883e-06), np.float32(2.0347234e-06), np.float32(8.2140505e-05), np.float32(0.0008490236), np.float32(0.9990625)]"
3,3,"[np.float32(0.0018444661), np.float32(0.0014295436), np.float32(0.09883887), np.float32(0.8977465), np.float32(0.00014057849)]"
2,2,"[np.float32(2.5720824e-06), np.float32(1.7579841e-05), np.float32(0.99994993), np.float32(2.6511549e-05), np.float32(3.4276266e-06)]"
2,2,"[np.float32(6.3675043e-06), np.float32(4.1562223e-05), np.float32(0.9998789), np.float32(6.9721085e-05), np.float32(3.4705333e-06)]"
1,1,"[np.float32(6.1465414e-07), np.float32(0.9999981), np.float32(1.0068918e-06), np.float32(1.5186912e-07), np.float32(2.4549675e-07)]"
2,1,"[np.float32(0.00025738552), np.float32(0.5167149), np.float32(0.48057285), np.float32(0.0024311263), np.float32(2.369746e-05)]"
3,3,"[np.float32(8.5429895e-07), np.float32(1.0049029e-06), np.float32(0.0002449381), np.float32(0.99975175), np.float32(1.4212601e-06)]"
3,3,"[np.float32(2.2452934e-06), np.float32(6.7255814e-06), np.float32(6.299397e-05), np.float32(0.9999261), np.float32(1.9362435e-06)]"
3,3,"[np.float32(3.4916095e-05), np.float32(6.8847435e-06), np.float32(0.0015167627), np.float32(0.99838686), np.float32(5.46762e-05)]"
2,2,"[np.float32(0.0001605292), np.float32(0.001244738), np.float32(0.9941399), np.float32(0.004348192), np.float32(0.00010666295)]"
1,3,"[np.float32(0.00022800556), np.float32(0.00028351432), np.float32(0.45601955), np.float32(0.54337007), np.float32(9.882134e-05)]"
3,3,"[np.float32(0.001737796), np.float32(0.0015727597), np.float32(0.060431946), np.float32(0.9330375), np.float32(0.0032199845)]"
3,3,"[np.float32(3.3174956e-06), np.float32(3.2439546e-06), np.float32(0.0001344617), np.float32(0.99985516), np.float32(3.7633183e-06)]"
2,2,"[np.float32(6.842928e-05), np.float32(0.0002790303), np.float32(0.9996201), np.float32(2.5326419e-05), np.float32(7.069987e-06)]"
2,2,"[np.float32(8.968471e-06), np.float32(4.5474775e-05), np.float32(0.9999373), np.float32(6.177268e-06), np.float32(2.0120633e-06)]"
2,2,"[np.float32(0.0002861622), np.float32(0.0013616857), np.float32(0.9964557), np.float32(0.0006908651), np.float32(0.0012055166)]"
2,2,"[np.float32(0.0002490501), np.float32(0.036398094), np.float32(0.9576753), np.float32(0.0009355634), np.float32(0.0047420254)]"
3,3,"[np.float32(0.00030517697), np.float32(0.00019474079), np.float32(0.4309346), np.float32(0.56771415), np.float32(0.0008512768)]"
3,3,"[np.float32(1.0484126e-08), np.float32(2.1915436e-09), np.float32(5.3702216e-09), np.float32(1.0), np.float32(1.5742412e-08)]"
2,2,"[np.float32(2.6913645e-07), np.float32(2.7526107e-06), np.float32(0.99998343), np.float32(2.374796e-06), np.float32(1.1157253e-05)]"
3,3,"[np.float32(6.692333e-06), np.float32(6.7097035e-06), np.float32(2.0394723e-06), np.float32(0.9999838), np.float32(7.6918576e-07)]"
1,1,"[np.float32(0.00018546588), np.float32(0.9901142), np.float32(0.0095483875), np.float32(4.4983193e-05), np.float32(0.00010708565)]"
2,2,"[np.float32(1.785839e-06), np.float32(3.1873599e-06), np.float32(0.9999591), np.float32(3.5345303e-05), np.float32(5.298934e-07)]"
3,1,"[np.float32(0.0015925869), np.float32(0.8679559), np.float32(0.11164393), np.float32(0.018478544), np.float32(0.00032899945)]"
3,3,"[np.float32(1.4720739e-05), np.float32(7.263755e-07), np.float32(1.4990635e-05), np.float32(0.9999684), np.float32(1.2405311e-06)]"
3,2,"[np.float32(1.7760447e-05), np.float32(0.00012571238), np.float32(0.99594754), np.float32(0.003845174), np.float32(6.381605e-05)]"
2,2,"[np.float32(4.0217896e-05), np.float32(5.648325e-05), np.float32(0.999129), np.float32(0.0007544291), np.float32(1.9934536e-05)]"
3,3,"[np.float32(7.0251964e-08), np.float32(3.0614532e-07), np.float32(1.745006e-05), np.float32(0.9999815), np.float32(6.1198097e-07)]"
1,1,"[np.float32(6.535701e-05), np.float32(0.9880585), np.float32(0.0118329795), np.float32(7.4346895e-06), np.float32(3.56909e-05)]"
2,2,"[np.float32(8.925045e-05), np.float32(4.9861217e-05), np.float32(0.99345654), np.float32(0.006280871), np.float32(0.00012336993)]"
3,3,"[np.float32(5.4719098e-05), np.float32(7.022882e-05), np.float32(0.0013804149), np.float32(0.9984748), np.float32(1.989604e-05)]"
2,3,"[np.float32(0.00013930403), np.float32(0.0003815749), np.float32(0.09636218), np.float32(0.90299755), np.float32(0.00011941606)]"
1,2,"[np.float32(8.4354935e-05), np.float32(0.40642154), np.float32(0.59316605), np.float32(0.00027681456), np.float32(5.1162886e-05)]"
4,4,"[np.float32(1.093878e-05), np.float32(1.1579313e-05), np.float32(7.813932e-05), np.float32(3.6845456e-06), np.float32(0.9998957)]"
1,1,"[np.float32(5.620254e-07), np.float32(0.9999771), np.float32(2.0405647e-05), np.float32(7.0544746e-07), np.float32(1.1332919e-06)]"
1,1,"[np.float32(0.0012528346), np.float32(0.8713183), np.float32(0.008834626), np.float32(0.11835564), np.float32(0.0002385499)]"
2,2,"[np.float32(8.564623e-05), np.float32(0.0011425762), np.float32(0.99652475), np.float32(0.0021986691), np.float32(4.839271e-05)]"
2,2,"[np.float32(9.0798545e-07), np.float32(1.7498733e-05), np.float32(0.99996126), np.float32(1.887319e-05), np.float32(1.591057e-06)]"
2,2,"[np.float32(4.3110282e-07), np.float32(3.3931635e-06), np.float32(0.999985), np.float32(1.06001435e-05), np.float32(6.214497e-07)]"
2,2,"[np.float32(3.0665467e-07), np.float32(8.844925e-07), np.float32(0.99999595), np.float32(2.469183e-06), np.float32(3.6217514e-07)]"
2,2,"[np.float32(5.8191467e-06), np.float32(0.0028367953), np.float32(0.9971), np.float32(5.973842e-06), np.float32(5.1432038e-05)]"
1,1,"[np.float32(5.2936514e-07), np.float32(0.99996793), np.float32(5.3342444e-07), np.float32(3.0354042e-05), np.float32(7.407942e-07)]"
3,3,"[np.float32(3.765791e-08), np.float32(9.7651425e-09), np.float32(1.220561e-07), np.float32(0.9999999), np.float32(3.6262605e-08)]"
1,2,"[np.float32(0.0011029424), np.float32(0.39653715), np.float32(0.55742455), np.float32(0.043938186), np.float32(0.0009971379)]"
2,1,"[np.float32(0.001377641), np.float32(0.91667783), np.float32(0.078267254), np.float32(0.0033938335), np.float32(0.00028342984)]"
2,2,"[np.float32(1.5892478e-05), np.float32(0.00018577967), np.float32(0.9994041), np.float32(0.0001867467), np.float32(0.00020752594)]"
1,1,"[np.float32(0.0007899878), np.float32(0.9526447), np.float32(0.04577402), np.float32(0.00069516135), np.float32(9.6152005e-05)]"
2,2,"[np.float32(4.177366e-06), np.float32(0.00012589502), np.float32(0.9998067), np.float32(5.635418e-05), np.float32(6.9720736e-06)]"
1,2,"[np.float32(3.597056e-05), np.float32(0.0024133697), np.float32(0.9924671), np.float32(0.005080707), np.float32(2.7556275e-06)]"
3,3,"[np.float32(8.933023e-06), np.float32(2.6967666e-06), np.float32(0.022613846), np.float32(0.97730815), np.float32(6.6350265e-05)]"
3,3,"[np.float32(8.44923e-06), np.float32(1.34680495e-05), np.float32(0.0031085107), np.float32(0.9968431), np.float32(2.6472238e-05)]"
2,2,"[np.float32(2.8861857e-07), np.float32(1.9042287e-06), np.float32(0.9999962), np.float32(1.1192088e-06), np.float32(6.2628663e-07)]"
3,3,"[np.float32(0.005406961), np.float32(0.09339128), np.float32(0.17325126), np.float32(0.72766346), np.float32(0.00028702407)]"
3,2,"[np.float32(3.2907185e-05), np.float32(1.2706767e-05), np.float32(0.9987531), np.float32(0.001156232), np.float32(4.5174293e-05)]"
3,3,"[np.float32(0.00043947718), np.float32(0.012706481), np.float32(0.21893537), np.float32(0.7678105), np.float32(0.00010817396)]"
1,1,"[np.float32(2.724529e-06), np.float32(0.99951875), np.float32(0.00046786448), np.float32(6.740811e-06), np.float32(3.7756133e-06)]"
1,1,"[np.float32(0.00011419005), np.float32(0.81643844), np.float32(0.17517167), np.float32(0.008037777), np.float32(0.0002380127)]"
3,3,"[np.float32(2.0762263e-06), np.float32(1.8110524e-05), np.float32(0.00020010353), np.float32(0.99977726), np.float32(2.4591734e-06)]"
2,2,"[np.float32(3.1969798e-06), np.float32(1.9252804e-05), np.float32(0.9999496), np.float32(2.5576193e-05), np.float32(2.3924642e-06)]"
1,1,"[np.float32(0.0019602797), np.float32(0.49648413), np.float32(0.484485), np.float32(0.016502215), np.float32(0.00056846044)]"
3,3,"[np.float32(2.908688e-05), np.float32(7.038176e-05), np.float32(0.006631539), np.float32(0.99316883), np.float32(0.000100137266)]"
2,2,"[np.float32(5.4583197e-08), np.float32(1.9246846e-07), np.float32(0.99999964), np.float32(5.1510646e-08), np.float32(8.623663e-08)]"
3,3,"[np.float32(9.769942e-07), np.float32(5.707051e-05), np.float32(5.1710773e-05), np.float32(0.99988556), np.float32(4.675385e-06)]"
2,1,"[np.float32(0.00013785738), np.float32(0.97305536), np.float32(0.02676565), np.float32(1.0168713e-05), np.float32(3.0962332e-05)]"
2,2,"[np.float32(6.841683e-06), np.float32(2.1183201e-05), np.float32(0.9998658), np.float32(0.000102761434), np.float32(3.4361778e-06)]"
2,2,"[np.float32(4.268594e-05), np.float32(0.00045359525), np.float32(0.99940586), np.float32(7.276485e-05), np.float32(2.5048223e-05)]"
2,2,"[np.float32(1.2766948e-05), np.float32(3.197059e-06), np.float32(0.99974746), np.float32(0.00016413744), np.float32(7.242232e-05)]"
1,1,"[np.float32(5.9234073e-05), np.float32(0.99250084), np.float32(0.0061404426), np.float32(0.00071451114), np.float32(0.0005849684)]"
3,3,"[np.float32(0.00012341447), np.float32(0.0014052106), np.float32(0.024310974), np.float32(0.97352207), np.float32(0.0006382616)]"
3,3,"[np.float32(6.900871e-08), np.float32(3.28821e-08), np.float32(2.4068495e-07), np.float32(0.99999964), np.float32(2.3641839e-08)]"
2,2,"[np.float32(1.7034845e-05), np.float32(1.6307336e-05), np.float32(0.7425396), np.float32(0.2569726), np.float32(0.00045444435)]"
4,4,"[np.float32(2.3320154e-06), np.float32(7.002915e-07), np.float32(1.6074358e-05), np.float32(9.625392e-05), np.float32(0.9998846)]"
2,2,"[np.float32(0.0002150931), np.float32(0.0001259117), np.float32(0.9678784), np.float32(0.03156402), np.float32(0.00021658646)]"
3,3,"[np.float32(1.6158113e-08), np.float32(6.25828e-09), np.float32(3.224605e-08), np.float32(1.0), np.float32(1.5577e-08)]"
4,2,"[np.float32(3.9845138e-05), np.float32(2.2325277e-05), np.float32(0.8767751), np.float32(1.880861e-05), np.float32(0.12314386)]"
1,1,"[np.float32(0.00023899632), np.float32(0.99677926), np.float32(0.002216023), np.float32(0.00064096187), np.float32(0.00012492422)]"
2,1,"[np.float32(0.002950043), np.float32(0.7889791), np.float32(0.077114336), np.float32(0.08648484), np.float32(0.044471703)]"
4,4,"[np.float32(1.5675819e-07), np.float32(9.5407465e-08), np.float32(1.0052503e-07), np.float32(8.529228e-06), np.float32(0.99999106)]"
3,3,"[np.float32(1.3496342e-06), np.float32(1.5974228e-08), np.float32(2.5804551e-08), np.float32(0.99999857), np.float32(1.3872933e-08)]"
3,3,"[np.float32(0.001152445), np.float32(0.00453117), np.float32(0.14870621), np.float32(0.7938036), np.float32(0.051806595)]"
2,2,"[np.float32(1.3605412e-06), np.float32(4.1893145e-05), np.float32(0.9999453), np.float32(1.0560262e-05), np.float32(8.1983285e-07)]"
3,3,"[np.float32(1.0574028e-06), np.float32(1.8705776e-06), np.float32(0.009951571), np.float32(0.990045), np.float32(5.155832e-07)]"
2,2,"[np.float32(3.6807953e-05), np.float32(0.0038931153), np.float32(0.9957104), np.float32(0.00031046305), np.float32(4.919923e-05)]"
4,4,"[np.float32(6.7242086e-06), np.float32(3.5406778e-05), np.float32(1.70589e-05), np.float32(2.434692e-06), np.float32(0.99993837)]"
2,2,"[np.float32(1.4981778e-06), np.float32(1.5603832e-06), np.float32(0.9999844), np.float32(1.200475e-05), np.float32(4.469771e-07)]"
2,2,"[np.float32(8.14843e-06), np.float32(5.869968e-06), np.float32(0.9998641), np.float32(0.00011661913), np.float32(5.2591813e-06)]"
2,3,"[np.float32(0.0013520947), np.float32(0.00068113947), np.float32(0.42034954), np.float32(0.5765046), np.float32(0.0011126663)]"
2,2,"[np.float32(7.0291303e-06), np.float32(9.903168e-06), np.float32(0.99998236), np.float32(4.616831e-07), np.float32(2.1297774e-07)]"
1,2,"[np.float32(0.0059715025), np.float32(0.44552457), np.float32(0.5356186), np.float32(0.0117352), np.float32(0.0011501502)]"
2,2,"[np.float32(1.3393898e-06), np.float32(1.09481025e-05), np.float32(0.9999684), np.float32(1.6876154e-05), np.float32(2.3857608e-06)]"
2,2,"[np.float32(9.289579e-05), np.float32(0.008155172), np.float32(0.9913257), np.float32(0.00036929853), np.float32(5.69725e-05)]"
1,1,"[np.float32(5.6698433e-08), np.float32(0.99999714), np.float32(1.029457e-06), np.float32(1.6768596e-06), np.float32(1.2470534e-07)]"
3,3,"[np.float32(5.582248e-05), np.float32(6.2453015e-05), np.float32(0.06130796), np.float32(0.9380004), np.float32(0.0005733507)]"
2,2,"[np.float32(4.938158e-05), np.float32(0.0001163685), np.float32(0.747493), np.float32(0.25213507), np.float32(0.00020623398)]"
3,3,"[np.float32(1.8185756e-05), np.float32(1.2691249e-05), np.float32(0.0002609267), np.float32(0.99969804), np.float32(1.0087409e-05)]"
3,3,"[np.float32(0.00030428337), np.float32(0.0018575164), np.float32(0.054981723), np.float32(0.94270515), np.float32(0.00015133155)]"
3,3,"[np.float32(5.1567527e-05), np.float32(5.5828e-06), np.float32(0.0024271251), np.float32(0.99743724), np.float32(7.8526544e-05)]"
4,4,"[np.float32(0.0016520576), np.float32(3.8679864e-06), np.float32(0.0030201452), np.float32(0.00025380554), np.float32(0.9950701)]"
1,1,"[np.float32(2.1128983e-05), np.float32(0.99684936), np.float32(0.0027920115), np.float32(0.00033171158), np.float32(5.8241067e-06)]"
2,2,"[np.float32(3.7069458e-05), np.float32(4.0116516e-05), np.float32(0.9995448), np.float32(0.00034012648), np.float32(3.7835536e-05)]"
2,2,"[np.float32(0.0004315464), np.float32(0.0021440655), np.float32(0.97913915), np.float32(0.018058492), np.float32(0.00022677904)]"
2,2,"[np.float32(8.838514e-06), np.float32(7.766189e-06), np.float32(0.99734074), np.float32(0.0026413808), np.float32(1.2035307e-06)]"
3,3,"[np.float32(0.00093492854), np.float32(7.684005e-05), np.float32(0.013860684), np.float32(0.9753186), np.float32(0.009808944)]"
1,1,"[np.float32(1.9241552e-06), np.float32(0.9996954), np.float32(1.3149465e-05), np.float32(0.00028909903), np.float32(5.2346445e-07)]"
2,2,"[np.float32(1.6620147e-06), np.float32(7.6585304e-05), np.float32(0.9993782), np.float32(0.0005406979), np.float32(2.7400056e-06)]"
2,3,"[np.float32(0.00016534232), np.float32(0.0005207698), np.float32(0.28950143), np.float32(0.70956635), np.float32(0.00024602978)]"
