True_Label,Predicted_Label,Class_Probabilities
3,3,"[np.float32(0.0006948582), np.float32(0.0031946949), np.float32(0.02531966), np.float32(0.9705011), np.float32(0.0002897226)]"
2,2,"[np.float32(3.258933e-06), np.float32(4.0127077e-05), np.float32(0.9998547), np.float32(9.3857256e-05), np.float32(8.100247e-06)]"
2,2,"[np.float32(0.000588211), np.float32(0.00039289048), np.float32(0.99505156), np.float32(0.0039511286), np.float32(1.6231255e-05)]"
2,2,"[np.float32(8.816445e-08), np.float32(7.8675276e-07), np.float32(0.99999857), np.float32(6.60514e-08), np.float32(4.6880515e-07)]"
2,2,"[np.float32(5.625732e-05), np.float32(0.0006963079), np.float32(0.998833), np.float32(0.00030104292), np.float32(0.00011351163)]"
3,3,"[np.float32(1.542065e-07), np.float32(8.071167e-08), np.float32(2.2614483e-07), np.float32(0.9999995), np.float32(5.3839656e-08)]"
2,2,"[np.float32(1.5458102e-06), np.float32(1.3766151e-05), np.float32(0.99996424), np.float32(1.7372395e-05), np.float32(3.0630022e-06)]"
2,2,"[np.float32(3.6843985e-06), np.float32(2.0136355e-05), np.float32(0.99963653), np.float32(0.0003271174), np.float32(1.2537239e-05)]"
3,3,"[np.float32(0.0001492619), np.float32(5.5058994e-05), np.float32(0.16464704), np.float32(0.8350794), np.float32(6.9320224e-05)]"
1,1,"[np.float32(1.0898707e-06), np.float32(0.99987006), np.float32(0.00012759441), np.float32(4.3193967e-07), np.float32(8.180399e-07)]"
1,1,"[np.float32(1.6208405e-08), np.float32(0.9999988), np.float32(1.1819982e-06), np.float32(1.695891e-08), np.float32(2.669864e-08)]"
2,2,"[np.float32(0.00043444178), np.float32(0.0006404097), np.float32(0.98223233), np.float32(0.013400113), np.float32(0.0032925645)]"
3,3,"[np.float32(9.376237e-06), np.float32(7.106846e-05), np.float32(0.028023232), np.float32(0.97187257), np.float32(2.3718294e-05)]"
3,3,"[np.float32(4.3603098e-08), np.float32(4.3936534e-08), np.float32(1.6095552e-07), np.float32(0.99999976), np.float32(2.2061643e-08)]"
3,3,"[np.float32(4.0230247e-05), np.float32(0.00011049174), np.float32(0.23144193), np.float32(0.76824325), np.float32(0.00016410174)]"
2,2,"[np.float32(0.00013455749), np.float32(0.0072547775), np.float32(0.9886324), np.float32(0.003712668), np.float32(0.00026566698)]"
4,4,"[np.float32(6.4007786e-06), np.float32(2.9886794e-06), np.float32(1.6614078e-05), np.float32(3.5856678e-07), np.float32(0.99997365)]"
2,2,"[np.float32(9.971431e-06), np.float32(0.00011948175), np.float32(0.9948783), np.float32(0.0048643406), np.float32(0.00012780851)]"
2,2,"[np.float32(2.961258e-06), np.float32(2.661236e-05), np.float32(0.99992573), np.float32(4.1391668e-05), np.float32(3.2818862e-06)]"
2,2,"[np.float32(7.541036e-05), np.float32(2.6344645e-05), np.float32(0.99123925), np.float32(0.00021193817), np.float32(0.008446966)]"
1,1,"[np.float32(0.0065894066), np.float32(0.9852964), np.float32(0.007940099), np.float32(1.9260237e-05), np.float32(0.00015478361)]"
1,1,"[np.float32(7.8563335e-06), np.float32(0.99982244), np.float32(0.00014462133), np.float32(2.4635157e-05), np.float32(4.6262159e-07)]"
2,2,"[np.float32(7.558067e-06), np.float32(0.000138199), np.float32(0.99961406), np.float32(0.00015654323), np.float32(8.360439e-05)]"
2,2,"[np.float32(6.5870234e-05), np.float32(4.5950685e-05), np.float32(0.99843043), np.float32(0.0014382902), np.float32(1.9478337e-05)]"
2,2,"[np.float32(0.00012158685), np.float32(0.11581971), np.float32(0.88346136), np.float32(0.0004104261), np.float32(0.00018696045)]"
3,3,"[np.float32(8.65612e-06), np.float32(3.505906e-05), np.float32(0.00030800598), np.float32(0.9994678), np.float32(0.00018050893)]"
2,2,"[np.float32(7.493052e-05), np.float32(7.525355e-05), np.float32(0.9967367), np.float32(0.002889483), np.float32(0.0002235888)]"
4,4,"[np.float32(1.3038874e-05), np.float32(4.7426164e-07), np.float32(8.4030384e-05), np.float32(2.5010428e-05), np.float32(0.99987745)]"
2,2,"[np.float32(0.00022585952), np.float32(0.001283578), np.float32(0.9979709), np.float32(0.00049423287), np.float32(2.5472256e-05)]"
2,2,"[np.float32(4.637228e-06), np.float32(5.227833e-07), np.float32(0.99997437), np.float32(1.2900243e-05), np.float32(7.631596e-06)]"
3,3,"[np.float32(1.5319007e-07), np.float32(1.02046194e-07), np.float32(4.3624536e-06), np.float32(0.99999523), np.float32(1.3089551e-07)]"
3,3,"[np.float32(0.00062565185), np.float32(0.00435641), np.float32(0.0031791062), np.float32(0.99022394), np.float32(0.0016148858)]"
2,2,"[np.float32(2.9360419e-05), np.float32(9.7855926e-05), np.float32(0.9998173), np.float32(4.884579e-05), np.float32(6.61626e-06)]"
3,3,"[np.float32(0.00059342536), np.float32(0.011345872), np.float32(0.07333584), np.float32(0.91418177), np.float32(0.0005430828)]"
2,2,"[np.float32(3.432644e-05), np.float32(0.00012387353), np.float32(0.9992199), np.float32(0.00059433386), np.float32(2.7562975e-05)]"
2,2,"[np.float32(4.214248e-05), np.float32(0.00015296182), np.float32(0.992926), np.float32(0.006807808), np.float32(7.116988e-05)]"
2,2,"[np.float32(2.7813307e-06), np.float32(0.0002528087), np.float32(0.99974114), np.float32(1.1367499e-06), np.float32(1.9682755e-06)]"
2,2,"[np.float32(0.00027719126), np.float32(0.00052762503), np.float32(0.99854076), np.float32(0.000101098194), np.float32(0.0005533966)]"
2,2,"[np.float32(1.4580829e-07), np.float32(1.00558935e-07), np.float32(0.999985), np.float32(1.4480418e-05), np.float32(3.0834985e-07)]"
1,2,"[np.float32(5.7924983e-05), np.float32(0.01936624), np.float32(0.9804059), np.float32(0.00013517024), np.float32(3.469784e-05)]"
3,2,"[np.float32(0.00021919), np.float32(0.00079867034), np.float32(0.9218873), np.float32(0.07693351), np.float32(0.00016129798)]"
2,2,"[np.float32(0.000118243865), np.float32(0.00010172544), np.float32(0.9983747), np.float32(0.0009703753), np.float32(0.00043499633)]"
2,2,"[np.float32(9.321616e-06), np.float32(0.00037995036), np.float32(0.9964959), np.float32(0.0030924496), np.float32(2.2294658e-05)]"
3,3,"[np.float32(0.001155234), np.float32(0.0010987994), np.float32(0.12566404), np.float32(0.8716647), np.float32(0.0004173457)]"
2,2,"[np.float32(0.0001302419), np.float32(5.3943437e-05), np.float32(0.979506), np.float32(0.018115543), np.float32(0.002194215)]"
3,3,"[np.float32(1.10612655e-05), np.float32(5.432899e-06), np.float32(0.0002506902), np.float32(0.9995696), np.float32(0.00016330298)]"
2,2,"[np.float32(3.3590943e-05), np.float32(0.0003244911), np.float32(0.9968599), np.float32(0.002726429), np.float32(5.5617526e-05)]"
3,2,"[np.float32(0.0040182243), np.float32(0.0043743444), np.float32(0.48885676), np.float32(0.42832682), np.float32(0.07442386)]"
2,2,"[np.float32(1.3741325e-09), np.float32(2.3697455e-09), np.float32(1.0), np.float32(6.609696e-09), np.float32(1.2248741e-09)]"
1,1,"[np.float32(4.5112995e-07), np.float32(0.9999341), np.float32(6.509046e-05), np.float32(2.1019466e-07), np.float32(1.1089944e-07)]"
1,3,"[np.float32(0.00038621842), np.float32(0.027133798), np.float32(0.003952516), np.float32(0.96842885), np.float32(9.859239e-05)]"
3,3,"[np.float32(0.00015382248), np.float32(1.8700848e-05), np.float32(0.006514984), np.float32(0.9932834), np.float32(2.9187635e-05)]"
3,3,"[np.float32(0.00012446115), np.float32(0.008772576), np.float32(0.00016296125), np.float32(0.99093103), np.float32(8.993213e-06)]"
2,2,"[np.float32(0.0016267805), np.float32(2.9403707e-05), np.float32(0.70013756), np.float32(0.29808533), np.float32(0.00012093023)]"
1,1,"[np.float32(6.556169e-07), np.float32(0.99996257), np.float32(7.4479576e-06), np.float32(2.9325702e-05), np.float32(1.3649112e-07)]"
2,2,"[np.float32(1.5009579e-07), np.float32(2.5588463e-07), np.float32(0.9999887), np.float32(1.06709795e-05), np.float32(2.534448e-07)]"
1,1,"[np.float32(1.6807882e-06), np.float32(0.999954), np.float32(1.0136643e-05), np.float32(3.1769603e-05), np.float32(2.3730056e-06)]"
4,3,"[np.float32(0.00061661546), np.float32(0.0007231271), np.float32(0.065018125), np.float32(0.9295242), np.float32(0.004118003)]"
2,2,"[np.float32(4.039984e-06), np.float32(0.0019117844), np.float32(0.9980799), np.float32(1.2033928e-06), np.float32(3.0399544e-06)]"
1,1,"[np.float32(2.2958793e-07), np.float32(0.9999951), np.float32(4.371724e-06), np.float32(8.728339e-08), np.float32(8.187623e-08)]"
3,3,"[np.float32(8.053626e-06), np.float32(1.1703421e-06), np.float32(2.1520746e-05), np.float32(0.9999534), np.float32(1.5817155e-05)]"
2,2,"[np.float32(9.3412615e-05), np.float32(7.122856e-05), np.float32(0.9276501), np.float32(0.012456448), np.float32(0.059728738)]"
3,2,"[np.float32(0.0009469609), np.float32(0.004816904), np.float32(0.5741267), np.float32(0.40206409), np.float32(0.018045366)]"
2,2,"[np.float32(4.827704e-05), np.float32(0.000107430256), np.float32(0.99883276), np.float32(0.0009909355), np.float32(2.056503e-05)]"
1,1,"[np.float32(1.761697e-05), np.float32(0.99175686), np.float32(0.0007882125), np.float32(0.007422218), np.float32(1.5018564e-05)]"
1,1,"[np.float32(1.2353496e-05), np.float32(0.9999174), np.float32(6.108904e-05), np.float32(2.991588e-06), np.float32(6.2492627e-06)]"
1,1,"[np.float32(0.00030010194), np.float32(0.94098556), np.float32(0.039836142), np.float32(0.018708525), np.float32(0.00016977341)]"
2,1,"[np.float32(7.4377655e-05), np.float32(0.8896664), np.float32(0.11000801), np.float32(4.87788e-05), np.float32(0.00020245496)]"
0,0,"[np.float32(0.99989617), np.float32(2.5035276e-06), np.float32(8.789524e-05), np.float32(8.184815e-06), np.float32(5.275475e-06)]"
3,3,"[np.float32(0.00019480233), np.float32(0.00012500421), np.float32(0.12187602), np.float32(0.8770755), np.float32(0.00072864234)]"
2,2,"[np.float32(2.1656791e-05), np.float32(6.5137174e-05), np.float32(0.9994918), np.float32(0.00040710307), np.float32(1.4241377e-05)]"
1,1,"[np.float32(1.3988195e-05), np.float32(0.9999217), np.float32(2.226187e-05), np.float32(1.0147778e-05), np.float32(3.1904143e-05)]"
1,1,"[np.float32(3.8793998e-05), np.float32(0.9916698), np.float32(0.00274541), np.float32(0.0054964893), np.float32(4.9506067e-05)]"
3,2,"[np.float32(0.00030376835), np.float32(9.3362454e-05), np.float32(0.915297), np.float32(0.08067944), np.float32(0.003626393)]"
2,2,"[np.float32(6.564755e-08), np.float32(9.266975e-08), np.float32(0.99999964), np.float32(1.501232e-07), np.float32(1.7577545e-07)]"
2,2,"[np.float32(2.2201716e-06), np.float32(1.648395e-05), np.float32(0.99996483), np.float32(1.4753997e-05), np.float32(1.654549e-06)]"
2,2,"[np.float32(0.3392026), np.float32(0.0014242366), np.float32(0.6580569), np.float32(0.0012764073), np.float32(3.9815608e-05)]"
2,2,"[np.float32(9.397652e-05), np.float32(0.05791119), np.float32(0.90088165), np.float32(0.04067882), np.float32(0.00043438765)]"
1,1,"[np.float32(1.1136248e-05), np.float32(0.9931217), np.float32(0.006650528), np.float32(0.00020215115), np.float32(1.4407967e-05)]"
2,2,"[np.float32(2.6271373e-05), np.float32(2.1151958e-05), np.float32(0.9980313), np.float32(0.0018690473), np.float32(5.2156505e-05)]"
3,2,"[np.float32(0.005559269), np.float32(0.0043624714), np.float32(0.8467606), np.float32(0.13108294), np.float32(0.012234731)]"
3,2,"[np.float32(0.00023981708), np.float32(0.00015462578), np.float32(0.5673164), np.float32(0.43203753), np.float32(0.00025165398)]"
0,1,"[np.float32(0.0033821613), np.float32(0.9783851), np.float32(0.017698651), np.float32(0.00039631774), np.float32(0.00013785563)]"
2,2,"[np.float32(5.6251884e-06), np.float32(0.0009750557), np.float32(0.99897325), np.float32(1.3774689e-05), np.float32(3.2296168e-05)]"
3,3,"[np.float32(5.739001e-08), np.float32(1.2833985e-07), np.float32(1.9365751e-07), np.float32(0.99999964), np.float32(2.8722482e-08)]"
3,3,"[np.float32(2.4485465e-05), np.float32(1.8917908e-05), np.float32(0.015167609), np.float32(0.98474044), np.float32(4.8575264e-05)]"
3,3,"[np.float32(2.7822603e-06), np.float32(1.8765462e-07), np.float32(7.6780424e-07), np.float32(0.9999962), np.float32(8.084083e-08)]"
0,0,"[np.float32(0.99961215), np.float32(2.6889673e-05), np.float32(0.0003161335), np.float32(4.210794e-05), np.float32(2.7017772e-06)]"
2,2,"[np.float32(2.2426382e-05), np.float32(0.00047229836), np.float32(0.99903655), np.float32(0.00044139414), np.float32(2.7354885e-05)]"
2,2,"[np.float32(6.403707e-08), np.float32(6.0262686e-08), np.float32(0.99999714), np.float32(2.6693988e-06), np.float32(1.2495545e-07)]"
2,2,"[np.float32(0.0012212499), np.float32(0.13617627), np.float32(0.847528), np.float32(0.014706317), np.float32(0.00036828767)]"
1,2,"[np.float32(0.00030737495), np.float32(0.17603324), np.float32(0.8233713), np.float32(0.00021666828), np.float32(7.145465e-05)]"
2,2,"[np.float32(5.948205e-07), np.float32(2.6699302e-06), np.float32(0.999972), np.float32(7.414832e-06), np.float32(1.7455533e-05)]"
3,3,"[np.float32(1.1991531e-06), np.float32(6.4322967e-06), np.float32(2.6581954e-06), np.float32(0.9999188), np.float32(7.094043e-05)]"
2,2,"[np.float32(2.4207187e-05), np.float32(2.9548339e-05), np.float32(0.9685471), np.float32(0.031375047), np.float32(2.3983717e-05)]"
3,3,"[np.float32(4.6869623e-05), np.float32(1.881769e-06), np.float32(9.135887e-06), np.float32(0.99994063), np.float32(1.4487337e-06)]"
2,2,"[np.float32(1.3161669e-07), np.float32(5.502025e-06), np.float32(0.99997926), np.float32(1.4803821e-05), np.float32(4.0935666e-07)]"
2,3,"[np.float32(0.0005291371), np.float32(0.00014936746), np.float32(0.11795455), np.float32(0.8811698), np.float32(0.00019712817)]"
0,0,"[np.float32(0.999798), np.float32(7.046011e-05), np.float32(0.000120064906), np.float32(8.626867e-06), np.float32(2.9492126e-06)]"
2,2,"[np.float32(0.000320417), np.float32(0.0007185688), np.float32(0.9985245), np.float32(0.00018749686), np.float32(0.00024903414)]"
3,3,"[np.float32(2.1979366e-08), np.float32(4.8737416e-08), np.float32(5.2921525e-08), np.float32(0.9999999), np.float32(2.5642235e-08)]"
2,2,"[np.float32(3.1434053e-07), np.float32(3.6146416e-06), np.float32(0.9999883), np.float32(4.4344742e-06), np.float32(3.3302053e-06)]"
2,2,"[np.float32(7.377233e-05), np.float32(2.4410405e-05), np.float32(0.9970094), np.float32(0.0027667594), np.float32(0.00012563777)]"
2,2,"[np.float32(1.4429268e-06), np.float32(6.1595206e-06), np.float32(0.99998975), np.float32(1.7470358e-06), np.float32(8.7537217e-07)]"
2,2,"[np.float32(8.3900395e-06), np.float32(1.8047596e-05), np.float32(0.9998728), np.float32(9.717632e-05), np.float32(3.5456778e-06)]"
1,1,"[np.float32(1.3203925e-05), np.float32(0.9998287), np.float32(2.9110632e-05), np.float32(0.00012547262), np.float32(3.4732664e-06)]"
3,3,"[np.float32(5.3027995e-09), np.float32(7.1695174e-09), np.float32(4.6169284e-08), np.float32(1.0), np.float32(2.5981184e-09)]"
1,1,"[np.float32(1.5562054e-07), np.float32(0.99998176), np.float32(1.772067e-05), np.float32(1.9905309e-07), np.float32(8.229426e-08)]"
3,3,"[np.float32(2.073887e-06), np.float32(2.4480096e-06), np.float32(4.0256714e-06), np.float32(0.9999869), np.float32(4.483797e-06)]"
2,2,"[np.float32(0.0001726842), np.float32(6.882542e-05), np.float32(0.99758375), np.float32(0.00095308875), np.float32(0.0012217207)]"
2,2,"[np.float32(3.6594243e-05), np.float32(2.1389433e-05), np.float32(0.9996105), np.float32(0.000125097), np.float32(0.00020636753)]"
3,3,"[np.float32(3.9984966e-06), np.float32(8.733744e-06), np.float32(0.0019547255), np.float32(0.9980116), np.float32(2.0902029e-05)]"
3,3,"[np.float32(1.1791994e-05), np.float32(3.9383307e-05), np.float32(4.2210155e-05), np.float32(0.99982977), np.float32(7.671313e-05)]"
2,2,"[np.float32(0.00016264802), np.float32(0.040216338), np.float32(0.9575163), np.float32(0.0018573772), np.float32(0.00024730808)]"
3,3,"[np.float32(8.9476494e-08), np.float32(3.5875345e-07), np.float32(2.9731088e-06), np.float32(0.9999963), np.float32(2.6233124e-07)]"
2,2,"[np.float32(8.037915e-07), np.float32(6.12114e-06), np.float32(0.99998677), np.float32(4.087857e-06), np.float32(2.2544612e-06)]"
2,2,"[np.float32(2.9029574e-05), np.float32(1.0157107e-05), np.float32(0.999845), np.float32(0.00010176175), np.float32(1.3970686e-05)]"
2,2,"[np.float32(6.729754e-07), np.float32(3.877528e-06), np.float32(0.99992394), np.float32(7.0477996e-05), np.float32(1.0374494e-06)]"
2,2,"[np.float32(1.04745095e-05), np.float32(7.487898e-05), np.float32(0.9993748), np.float32(0.00046354372), np.float32(7.630968e-05)]"
2,2,"[np.float32(2.7268131e-06), np.float32(4.645635e-05), np.float32(0.9999361), np.float32(1.1065448e-05), np.float32(3.581485e-06)]"
3,3,"[np.float32(4.322299e-06), np.float32(1.4954812e-06), np.float32(8.2049235e-05), np.float32(0.99990714), np.float32(5.0191456e-06)]"
2,2,"[np.float32(3.2087355e-05), np.float32(0.00021095375), np.float32(0.9990958), np.float32(0.00054022553), np.float32(0.00012089819)]"
2,2,"[np.float32(0.00019934995), np.float32(0.00010922912), np.float32(0.95271164), np.float32(0.046848614), np.float32(0.00013116184)]"
2,2,"[np.float32(5.8381564e-05), np.float32(0.00011546825), np.float32(0.97444373), np.float32(0.025234077), np.float32(0.00014831408)]"
2,2,"[np.float32(6.512484e-05), np.float32(0.0002505793), np.float32(0.9969392), np.float32(0.002436536), np.float32(0.0003085925)]"
2,2,"[np.float32(4.33667e-05), np.float32(0.0014467823), np.float32(0.99439174), np.float32(0.002866911), np.float32(0.0012511504)]"
1,1,"[np.float32(5.5529e-07), np.float32(0.9999826), np.float32(1.6555801e-05), np.float32(1.2880727e-07), np.float32(8.139345e-08)]"
3,3,"[np.float32(5.320865e-06), np.float32(1.4280478e-06), np.float32(0.00066154444), np.float32(0.99931693), np.float32(1.4752524e-05)]"
2,2,"[np.float32(5.661915e-07), np.float32(7.3068816e-07), np.float32(0.99996483), np.float32(3.3654884e-05), np.float32(2.9215502e-07)]"
2,2,"[np.float32(7.609483e-05), np.float32(9.235e-05), np.float32(0.9995441), np.float32(4.412279e-05), np.float32(0.00024332381)]"
1,1,"[np.float32(1.3712954e-05), np.float32(0.9986463), np.float32(0.00034312936), np.float32(0.0008384408), np.float32(0.0001584129)]"
2,2,"[np.float32(0.00030501213), np.float32(0.00042229908), np.float32(0.87646437), np.float32(0.12257299), np.float32(0.00023539523)]"
2,2,"[np.float32(1.3540624e-06), np.float32(2.8473094e-06), np.float32(0.999987), np.float32(6.4936694e-06), np.float32(2.4387612e-06)]"
2,2,"[np.float32(5.5269825e-06), np.float32(1.6232107e-06), np.float32(0.99982244), np.float32(0.00016107355), np.float32(9.4736815e-06)]"
3,3,"[np.float32(1.7018796e-06), np.float32(1.7668738e-06), np.float32(2.0913492e-05), np.float32(0.9999733), np.float32(2.2702322e-06)]"
2,2,"[np.float32(1.0127962e-05), np.float32(8.423709e-06), np.float32(0.9983423), np.float32(0.0016352227), np.float32(3.9212123e-06)]"
2,2,"[np.float32(0.0013212557), np.float32(0.009317947), np.float32(0.9134058), np.float32(0.072606586), np.float32(0.0033484914)]"
